,player_id,pretty_name,date_of_birth,position,foot,height_in_cm,market_value_in_gbp,highest_market_value_in_gbp
10064,51497,Ridge Munsy,1989-07-09,Attack,Right,188,,1350000.0
10065,553397,Emin Polat,1999-04-23,Midfield,Left,180,,45000.0
10066,503865,Alexander Jensen,2001-08-24,Midfield,Right,180,,315000.0
10067,581915,Gianluca Zanette,1997-03-17,Goalkeeper,Left,189,,45000.0
10068,77714,Bill Hamid,1990-11-25,Goalkeeper,Right,191,,810000.0
10069,195162,Mayron George,1993-10-23,Attack,Right,189,,540000.0
10070,345593,Sebastian Buch,1999-01-28,Attack,Right,182,,180000.0
10071,471145,Michael Baidoo,1999-05-14,Midfield,Right,174,,225000.0
10072,400545,Christian Tue Jensen,2000-03-09,Midfield,Right,177,,270000.0
10073,69059,Zsolt Korcsmar,1989-01-09,Defender,Right,189,,900000.0
10074,116272,Benedikt Rocker,1989-11-19,Defender,Left,197,,765000.0
10075,537516,David Easter,2000-01-14,Defender,Right,182,,23000.0
10076,336074,Celil Yuksel,1998-01-01,Midfield,Right,171,,293000.0
10077,84695,Maicon,1988-09-14,Defender,Right,191,,9000000.0
10078,22388,Bafetimbi Gomis,1985-08-06,Attack,Right,184,1440000.0,12600000.0
10079,357745,Recep Gul,2000-11-05,Attack,Left,167,,135000.0
10080,70484,Maicon,1990-02-18,Attack,Right,183,,5040000.0
10081,343237,Malik Karaahmet,2000-01-18,Attack,Right,180,,113000.0
10082,340961,Dogan Can Davas,1997-08-22,Midfield,Both,170,,405000.0
10083,366147,Abdussamed Karnucu,2000-02-04,Midfield,Right,184,,135000.0
10084,61763,Michael Luftner,1994-03-14,Defender,Right,190,,1130000.0
10085,422932,Niklas Vesterlund,1999-06-06,Defender,Right,185,,90000.0
10086,251108,Birhan Vatansever,1997-04-25,Midfield,Right,180,,225000.0
10087,36787,William Kvist,1985-02-24,Midfield,Right,184,,6750000.0
10088,112317,Jan Gregus,1991-01-29,Midfield,Right,189,,2700000.0
10089,93664,Abdelaziz Barrada,1989-06-19,Midfield,Right,179,,7200000.0
10090,412158,Birkan Oksuz,1996-03-19,Defender,Left,176,,68000.0
10091,620074,Sergen Yatagan,1999-05-17,Midfield,Right,180,,135000.0
10092,455062,Christoffer Monty,2000-07-05,Goalkeeper,,0,,23000.0
10093,338227,Yusuf Celik,1996-06-27,Defender,Right,178,,90000.0
10094,8491,Olcan Adin,1985-09-30,Attack,Left,176,,9000000.0
10095,539011,Sezer Taskolu,2000-05-16,Midfield,Right,181,,45000.0
10096,612697,Yavuz Alemdar,1999-04-01,Attack,Right,0,,45000.0
10097,587900,Goktug Kimisir,1998-01-01,Defender,,0,,23000.0
10098,152241,Besar Halimi,1994-12-12,Midfield,Left,169,,900000.0
10099,345575,Casper Hauervig,1999-04-03,Goalkeeper,,192,,90000.0
10100,628769,Luke Singh,2001-09-12,Defender,Both,184,,90000.0
10101,345576,Christian Enemark,1999-01-20,Defender,Right,183,,180000.0
10102,90885,Uros Matic,1990-05-23,Midfield,Left,184,,2250000.0
10103,51232,Danilo,1990-01-13,Midfield,Right,174,,1350000.0
10104,15128,Kasper Risgaard,1983-01-04,Midfield,Right,182,,1130000.0
10105,196897,Hakan Arslan,1989-03-12,Defender,Left,178,,450000.0
10106,514193,Nikolaj Lyngo,1998-02-03,Defender,,196,,135000.0
10107,321860,Marco Ramkilde,1998-05-09,Attack,Right,189,,90000.0
10108,366937,Pavol Safranko,1994-11-16,Attack,Right,186,,630000.0
10109,439457,Bardhec Bytyqi,1997-01-08,Midfield,Both,188,,135000.0
10110,527959,Henry Uzochukwu,1999-01-22,Defender,,0,,225000.0
10111,369692,Gloire Rutikanga,1997-02-04,Midfield,,0,,45000.0
10112,59800,Benjamin Bellot,1990-07-30,Goalkeeper,Right,185,,315000.0
10113,15135,Rasmus Wurtz,1983-09-18,Midfield,Both,179,,2250000.0
10114,405501,Filip Blazek,1998-03-11,Midfield,Right,189,,180000.0
10115,314863,Muammer Atalay,1995-03-12,Attack,Left,0,,45000.0
10116,388058,Benjamin Goller,1999-01-01,Attack,Right,180,,720000.0
10117,397696,Ahmet Gurleyen,1999-04-26,Defender,Right,193,,540000.0
10118,236995,Marcel Langer,1997-02-16,Midfield,Right,182,,68000.0
10119,185427,Nicolai Rapp,1996-12-13,Midfield,Right,186,,810000.0
10120,606451,Sanasi Sy,1999-04-04,Defender,Left,174,,450000.0
10121,111277,Tim Rieder,1993-09-03,Midfield,Right,186,,450000.0
10122,45624,Aurelien Chedjou,1985-06-20,Defender,Right,184,,10800000.0
10123,540727,Driss Khalid,1999-02-07,Midfield,Right,180,,180000.0
10124,396516,Nicholas Opoku,1997-08-11,Defender,Right,190,,900000.0
10125,171410,Prince Gouano,1993-12-24,Defender,Right,186,,6300000.0
10126,238630,Quentin Cornette,1994-01-17,Attack,Right,172,,630000.0
10127,91415,Robert Beric,1991-06-17,Attack,Right,188,,4950000.0
10128,232854,Abdallah Ndour,1993-12-20,Defender,Left,186,,540000.0
10129,154171,Benjamin Corgnet,1987-04-06,Midfield,Right,179,,5850000.0
10130,484988,Logan Costa,2001-04-01,Defender,Right,190,,450000.0
10131,616283,Louis Pelletier,2000-02-03,Goalkeeper,Right,186,,135000.0
10132,686454,Ivann Botella,1999-06-28,Attack,Right,181,,360000.0
10133,344151,Bilal Boutobba,1998-08-29,Attack,Left,172,,1350000.0
10134,591197,Bastian Badu,2000-02-02,Attack,Left,188,,540000.0
10135,148607,Facundo Piriz,1990-03-27,Midfield,Right,187,,2520000.0
10136,72578,Mauro Goicoechea,1988-03-27,Goalkeeper,Right,186,,1800000.0
10137,147846,Nicolas Isimat Mirin,1991-11-15,Defender,Right,187,,4050000.0
10138,332305,Juan Ferney Otero,1995-05-26,Attack,Right,182,,3600000.0
10139,5303,Souleymane Camara,1982-12-22,Attack,Right,174,,3600000.0
10140,16831,Ken Reichel,1986-12-19,Defender,Left,185,,1350000.0
10141,127194,Yaya Sanogo,1993-01-27,Attack,Right,194,810000.0,2250000.0
10142,107662,Ruben Gabrielsen,1992-03-10,Defender,Both,186,,900000.0
10143,456535,Agustin Rogel,1997-10-17,Defender,Right,191,,2250000.0
10144,47893,William Vainqueur,1988-11-19,Midfield,Right,179,,6750000.0
10145,690799,Anthony Rouault,2001-05-29,Defender,Right,186,,1350000.0
10146,463617,Adil Taoui,2001-08-10,Attack,Right,179,,360000.0
10147,164277,Gen Shoji,1992-12-11,Defender,Right,182,,3420000.0
10148,463605,Bafode Diakite,2001-01-06,Defender,Right,185,,7200000.0
10149,694549,Sam Sanna,1999-03-08,Midfield,Right,170,,540000.0
10150,203517,Steven Moreira,1994-08-13,Defender,Right,180,,1800000.0
10151,463608,Mathieu Goncalves,2001-06-08,Defender,Left,178,,900000.0
10152,582698,Florentin Bloch,2000-02-02,Goalkeeper,Left,190,,225000.0
10153,690797,Stephane Zobo,2000-08-02,Attack,Right,182,,135000.0
10154,629588,Nathan Ngoumou,2000-03-14,Attack,Right,182,,720000.0
10155,612143,Kylian Kaiboue,1998-08-20,Defender,Left,182,,360000.0
10156,460660,Jason Mbock,1999-11-01,Attack,Right,179,,135000.0
10157,550862,Haithem Loucif,1996-07-08,Defender,Right,177,,585000.0
10158,629585,Kalidou Sidibe,1999-01-28,Midfield,Right,200,,3150000.0
10159,341393,Ibrahim Cisse,1996-05-02,Defender,Right,185,,540000.0
10160,238716,Theo Pellenard,1994-03-04,Defender,Left,182,,1800000.0
10161,620912,Theo Vermot,1997-01-27,Goalkeeper,Right,190,,135000.0
10162,29434,Yohan Cabaye,1986-01-14,Midfield,Right,173,,20700000.0
10163,22390,Loic Perrin,1985-08-07,Defender,Right,181,,7200000.0
10164,236041,Alexis Blin,1996-09-16,Midfield,Right,184,,7200000.0
10165,268176,Sergi Palencia,1996-03-23,Defender,Right,172,,5400000.0
10166,39910,Stephane Ruffier,1986-09-27,Goalkeeper,Right,188,,9000000.0
10167,504298,Mazire Soula,1998-06-06,Midfield,Left,172,,180000.0
10168,728311,Edmilson Correia,2000-06-06,Attack,,0,,
10169,530902,Abdoulaye Toure,2000-10-14,Attack,,0,,135000.0
10170,463616,Sacha Semaoun,2001-02-07,Defender,Right,181,,
10171,39918,Regis Gurtner,1986-12-08,Goalkeeper,Right,182,,2700000.0
10172,131101,Stiven Mendoza,1992-06-27,Attack,Left,172,,4050000.0
10173,694499,Boris Essele,2000-01-25,Goalkeeper,Right,189,,225000.0
10174,422893,Moataz Zemzemi,1999-08-07,Midfield,Left,186,,540000.0
10175,247459,Chadrac Akolo,1995-04-01,Attack,Right,172,,5400000.0
10176,694498,Jonathan Bumbu,1999-02-11,Midfield,Right,181,,135000.0
10177,569387,Valentin Gendrey,2000-06-21,Defender,Right,179,,450000.0
10178,27305,Mathieu Bodmer,1982-11-22,Midfield,Right,190,,11700000.0
10179,192492,Jordan Lefort,1993-08-09,Defender,Left,184,,2700000.0
10180,655414,Darell Tokpa,2001-06-02,Attack,Right,184,,270000.0
10181,28335,Christophe Jallet,1983-10-31,Defender,Right,178,,5850000.0
10182,260806,Isaac Mbenza,1996-03-08,Attack,Right,188,4500000.0,6300000.0
10183,484994,Ulrick Eneme Ella,2001-05-22,Attack,Right,184,270000.0,270000.0
10184,410059,Bakaye Dibassy,1989-08-11,Defender,Left,183,,3600000.0
10185,493674,Jack Lahne,2001-10-24,Attack,Right,174,,900000.0
10186,342202,Loic Badiashile,1998-02-05,Goalkeeper,Right,186,,900000.0
10187,406604,Patrick Finger,2001-01-01,Midfield,Left,166,,135000.0
10188,168933,Eddy Gnahore,1993-11-14,Midfield,Right,188,,3600000.0
10189,389441,Virgile Pinson,1996-02-22,Midfield,Right,180,,225000.0
10190,276768,Nolan Mbemba,1995-02-19,Midfield,Right,181,,675000.0
10191,373939,Nicolas Lemaitre,1997-01-12,Goalkeeper,Left,189,,450000.0
10192,149652,Leo Lacroix,1992-02-27,Defender,Right,197,,3150000.0
10193,424709,Cheick Timite,1997-11-20,Attack,Right,180,,1800000.0
10194,336329,Nils Stendera,2000-09-30,Midfield,,177,,180000.0
10195,606752,Rodrigo Zalazar,1999-08-12,Midfield,Right,178,,2250000.0
10196,336382,Dejan Joveljic,1999-08-07,Attack,Right,182,,3600000.0
10197,419255,Marijan Cavar,1998-02-02,Midfield,Right,184,,360000.0
10198,20081,Gelson Fernandes,1986-09-02,Midfield,Right,180,,5850000.0
10199,10917,Jan Zimmermann,1985-04-19,Goalkeeper,Left,190,,585000.0
10200,518860,Madih Talal,1997-08-17,Midfield,Right,178,,270000.0
10201,56294,Jeremy Grimm,1987-03-27,Midfield,Right,181,,540000.0
10202,649025,Amadou Sagna,1999-06-10,Attack,Right,173,,315000.0
10203,606447,Percy Prado,1996-01-14,Defender,Right,175,,270000.0
10204,655143,Josue Homawoo,1997-11-12,Defender,Left,191,,135000.0
10205,463611,Abdoulaye Dabo,2001-03-04,Midfield,Left,181,,900000.0
10206,395602,Alexandre Olliero,1996-02-15,Goalkeeper,Right,193,,450000.0
10207,324861,Julian Justvan,1998-04-02,Midfield,Left,177,,630000.0
10208,58874,Ignacio Camacho,1990-05-04,Midfield,Right,182,,11700000.0
10209,335954,Iba May,1998-06-06,Midfield,Right,183,,180000.0
10210,646782,Mamoudou Karamoko,1999-09-08,Attack,Right,188,,720000.0
10211,227102,Fabian Reese,1997-11-29,Attack,Right,187,,900000.0
10212,16520,Marco Russ,1985-08-04,Defender,Right,190,,3600000.0
10213,73092,Rene Krhin,1990-05-21,Midfield,Right,189,,2970000.0
10214,466910,Wesley Moustache,1999-02-26,Defender,Left,177,,135000.0
10215,49239,Guido Burgstaller,1989-04-29,Attack,Right,187,,11700000.0
10216,284346,Phillip Menzel,1998-08-18,Goalkeeper,Right,192,,360000.0
10217,41507,Manuel Schmiedebach,1988-12-05,Midfield,Right,171,,4950000.0
10218,227085,Jonas Hofmann,1997-02-07,Defender,Right,174,,225000.0
10219,489343,Leo Oppermann,2001-08-28,Goalkeeper,,191,,90000.0
10220,317735,Julius Kade,1999-05-20,Midfield,Left,182,,405000.0
10221,393304,Maurice Opfermann Arcones,2000-06-16,Midfield,,172,,135000.0
10222,224513,Lars Dietz,1997-01-07,Defender,Right,190,,270000.0
10223,18533,Michael Parensen,1986-06-24,Defender,Left,180,,720000.0
10224,379989,Jonathan Meier,1999-11-11,Defender,Left,181,,630000.0
10225,506855,Cyrill Akono,2000-02-29,Attack,Left,190,,450000.0
10226,369881,Niklas Kolle,1999-11-17,Defender,Left,180,,90000.0
10227,694509,Moussa Diarra,2000-11-10,Defender,Left,183,,405000.0
10228,36284,Simon Terodde,1988-03-02,Attack,Right,192,,3600000.0
10229,79503,Lasse Sobiech,1991-01-18,Defender,Right,196,,1800000.0
10230,5072,Thomas Kessler,1986-01-20,Goalkeeper,Right,197,,1800000.0
10231,370844,Brady Scott,1999-06-30,Goalkeeper,Right,187,,90000.0
10232,284270,Moritz Nicolas,1997-10-21,Goalkeeper,Right,193,,225000.0
10233,81698,Georg Teigl,1991-02-09,Defender,Right,183,,810000.0
10234,4018,Daniel Baier,1984-05-18,Midfield,Right,176,,3150000.0
10235,237162,Matthias Bader,1997-06-17,Defender,Right,176,,630000.0
10236,333450,Jozo Stanic,1999-04-06,Defender,Right,184,,450000.0
10237,343332,Stefano Russo,2000-06-29,Midfield,Right,184,,113000.0
10238,272159,Florian Flecker,1995-10-29,Midfield,Right,177,,810000.0
10239,53408,Fabian Giefer,1990-05-17,Goalkeeper,Right,196,,2700000.0
10240,356640,Paul Will,1999-03-01,Midfield,Left,185,,405000.0
10241,2865,Stephan Lichtsteiner,1984-01-16,Defender,Right,182,,15300000.0
10242,345780,Lars Lukas Mai,2000-03-31,Defender,Right,190,,2250000.0
10243,31910,Felix Kroos,1991-03-12,Midfield,Right,184,,1800000.0
10244,218011,Florian Kath,1994-10-21,Attack,Left,186,,450000.0
10245,82461,Yoric Ravet,1989-09-12,Attack,Right,178,,3380000.0
10246,293592,Brandon Borrello,1995-07-25,Attack,Right,178,,1080000.0
10247,193632,Tim Wiesner,1996-11-21,Goalkeeper,Both,192,,135000.0
10248,119044,Marcel Sobottka,1994-04-25,Midfield,Right,185,,3150000.0
10249,77108,Jerome Gondorf,1988-06-26,Midfield,Right,176,,1800000.0
10250,405568,Maurice Malone,2000-08-17,Attack,Left,187,,585000.0
10251,255294,Florian Kastenmeier,1997-06-28,Goalkeeper,Right,192,,1800000.0
10252,350357,Sarpreet Singh,1999-02-20,Attack,Left,175,,1350000.0
10253,85164,Andre Hoffmann,1993-02-28,Defender,Right,188,,4500000.0
10254,58500,Alfredo Morales,1990-05-12,Midfield,Right,183,,3150000.0
10255,11268,Oliver Fink,1982-06-06,Midfield,Right,187,,1130000.0
10256,39306,Raphael Wolf,1988-06-06,Goalkeeper,Right,190,,2250000.0
10257,687035,Kelvin Ofori,2001-07-27,Midfield,Left,172,,720000.0
10258,2421,Michael Rensing,1984-05-14,Goalkeeper,Right,190,,4050000.0
10259,31514,Markus Suttner,1987-04-16,Defender,Left,179,540000.0,2700000.0
10260,422380,Bernard Tekpetey,1997-09-03,Attack,Right,172,,2250000.0
10261,283286,Robin Bormuth,1995-09-19,Defender,Right,190,,1580000.0
10262,263118,Johannes Buhler,1997-07-26,Midfield,Right,181,,135000.0
10263,16311,Rouwen Hennings,1987-08-28,Attack,Left,180,720000.0,2250000.0
10264,39717,Diego Contento,1990-05-01,Defender,Left,177,,2700000.0
10265,86848,Matthias Zimmermann,1992-06-16,Defender,Right,177,,4500000.0
10266,51176,Marcel Risse,1989-12-17,Midfield,Right,183,,4050000.0
10267,356471,Michel Stocker,1999-04-14,Defender,Left,184,,113000.0
10268,208167,Dawid Kownacki,1997-03-14,Attack,Right,186,,8100000.0
10269,118196,Jean Zimmer,1993-12-06,Midfield,Right,171,,2480000.0
10270,131561,Thomas Pledl,1994-05-23,Attack,Right,174,,900000.0
10271,39094,Sebastian Langkamp,1988-01-15,Defender,Right,191,,2700000.0
10272,532,Claudio Pizarro,1978-10-03,Attack,Right,184,,10800000.0
10273,447730,Luc Ihorst,2000-03-07,Attack,Both,190,,360000.0
10274,334238,Niklas Wiemann,1999-02-23,Defender,Left,190,,68000.0
10275,31159,Martin Harnik,1987-06-10,Attack,Right,185,,9900000.0
10276,379879,Simon Straudi,1999-01-27,Defender,Right,176,,225000.0
10277,36207,Fin Bartels,1987-02-07,Attack,Right,176,,3380000.0
10278,452121,Shinta Appelkamp,2000-11-01,Midfield,Right,175,,1620000.0
10279,515638,Erick,1997-12-10,Attack,Left,173,,450000.0
10280,67815,Rafik Halliche,1986-09-02,Defender,Right,187,90000.0,1800000.0
10281,20778,Adam Bodzek,1985-09-07,Midfield,Right,184,,1580000.0
10282,471243,Derick Osei Yaw,1998-09-10,Attack,Right,187,,225000.0
10283,178078,Mato Milos,1993-06-30,Defender,Right,175,,540000.0
10284,568695,Amadou Ndiaye,2000-01-02,Attack,Right,186,,180000.0
10285,537127,Theo Sainte Luce,1998-10-20,Defender,Left,181,,720000.0
10286,725963,Ewan Hatfout,2000-04-01,Goalkeeper,,0,,90000.0
10287,244945,Jannick Theissen,1998-01-07,Goalkeeper,Right,188,,113000.0
10288,641441,Ali Koiki,1999-08-22,Defender,Left,187,,
10289,382773,Jonathan Toro,1996-10-21,Midfield,Right,174,,630000.0
10290,292775,Ricardo Valente,1991-04-03,Attack,Right,181,,1580000.0
10291,581890,Lukas Jensen,1999-03-18,Goalkeeper,Right,198,23000.0,23000.0
10292,30942,Mike Frantz,1986-10-14,Midfield,Right,182,,2250000.0
10293,606882,Diogo Silva,1993-05-13,Goalkeeper,Right,189,,90000.0
10294,44741,Beram Kayal,1988-05-02,Midfield,Right,178,360000.0,4050000.0
10295,45693,Glenn Murray,1983-09-25,Attack,Right,186,,3600000.0
10296,530916,Jack Spong,2002-02-04,Midfield,,0,,
10297,262895,Soufyan Ahannach,1995-09-09,Midfield,Right,179,270000.0,450000.0
10298,512175,Ryan Longman,2000-11-06,Attack,Right,180,,
10299,119164,Ezequiel Schelotto,1989-05-23,Defender,Right,187,450000.0,5850000.0
10300,36291,Gaetan Bong,1988-04-25,Defender,Left,183,360000.0,2700000.0
10301,449020,Warren Ohora,1999-04-19,Defender,Right,188,,
10302,427927,Jordan Davies,1998-08-18,Midfield,Left,0,,
10303,516407,Bojan Radulovic,1999-12-29,Attack,Right,192,,270000.0
10304,336697,Philipe Sampaio,1994-11-11,Defender,Right,191,,1530000.0
10305,386201,Archie Davies,1998-10-07,Defender,Right,183,,
10306,172066,Joao Reis,1992-06-24,Defender,Left,174,,608000.0
10307,644563,Bryan Soumare,1999-02-11,Midfield,Left,180,,1800000.0
10308,581781,Enzo Loiodice,2000-11-27,Midfield,Right,176,900000.0,4950000.0
10309,123951,Aaron Mooy,1990-09-15,Midfield,Right,174,6750000.0,12600000.0
10310,172153,Mickael Alphonse,1989-07-12,Defender,Right,182,,810000.0
10311,111048,Benjamin Jeannot,1992-01-22,Attack,Right,183,,2250000.0
10312,216426,Julio Tavares,1988-11-19,Attack,Right,187,,4500000.0
10313,323934,Matheus Pereira,1998-02-25,Midfield,Left,183,,1350000.0
10314,5348,Florent Balmont,1980-02-02,Midfield,Right,168,,5850000.0
10315,309841,Andre Green,1998-07-26,Attack,Right,180,720000.0,1800000.0
10316,85324,Borja Baston,1992-08-25,Attack,Right,186,1800000.0,9000000.0
10317,156939,Ben Heneghan,1993-09-19,Defender,Right,190,360000.0,450000.0
10318,158703,Kieron Freeman,1992-03-21,Defender,Right,178,540000.0,1350000.0
10319,252755,Richairo Živković,1996-09-05,Attack,Right,187,450000.0,3600000.0
10320,36859,Leon Clarke,1985-02-10,Attack,Right,188,270000.0,675000.0
10321,156899,Ricky Holmes,1987-06-19,Attack,,188,,450000.0
10322,324223,James Bree,1997-12-11,Defender,Right,178,1080000.0,1350000.0
10323,88971,Jonathan Kodjia,1989-10-22,Attack,Right,189,2250000.0,9000000.0
10324,314237,Rushian Hepburn Murphy,1998-08-28,Attack,Right,173,540000.0,900000.0
10325,34349,Richard Stearman,1987-08-19,Defender,Right,191,270000.0,3150000.0
10326,207771,Louis Thompson,1994-12-19,Midfield,Right,180,225000.0,450000.0
10327,159239,Dennis Srbeny,1994-05-05,Attack,Right,190,1350000.0,1350000.0
10328,93831,Tom Trybull,1993-03-09,Midfield,Right,181,1350000.0,3600000.0
10329,73482,James Chester,1989-01-23,Defender,Right,177,1080000.0,7200000.0
10330,547534,Josh Martin,2001-09-09,Attack,Right,176,900000.0,1620000.0
10331,82243,Moritz Leitner,1992-12-08,Midfield,Right,178,720000.0,4500000.0
10332,65255,Timm Klose,1988-05-09,Defender,Right,195,270000.0,4950000.0
10333,563306,Jordan Thomas,2001-01-02,Defender,Right,179,,
10334,532464,Daniel Adshead,2001-09-02,Midfield,Right,179,180000.0,180000.0
10335,469860,Indiana Vassilev,2001-02-16,Attack,Left,175,,225000.0
10336,112617,Philip Heise,1991-06-20,Defender,Left,184,540000.0,1130000.0
10337,45760,Marco Stiepermann,1991-02-09,Midfield,Left,190,900000.0,3600000.0
10338,109751,Onel Hernandez,1993-02-01,Attack,Right,172,1800000.0,3600000.0
10339,339013,Mason Bloomfield,1996-11-06,Attack,Right,191,68000.0,68000.0
10340,618901,Sam Mccallum,2000-09-02,Defender,Left,177,3150000.0,3150000.0
10341,12384,Alexander Tettey,1986-04-04,Midfield,Right,181,450000.0,3600000.0
10342,140579,Josip Drmic,1992-08-08,Attack,Right,184,1350000.0,10800000.0
10343,226219,Sean Raggett,1994-01-25,Defender,Right,196,225000.0,225000.0
10344,447063,Archie Mair,2001-02-10,Goalkeeper,,198,,
10345,246963,Carlton Morris,1995-12-16,Attack,,185,1080000.0,1080000.0
10346,39372,Mario Vrancic,1989-05-23,Midfield,Left,187,1350000.0,3150000.0
10347,425713,Akin Famewo,1998-11-09,Defender,Left,188,90000.0,90000.0
10348,85588,Bruno Monteiro,1984-10-05,Midfield,Right,178,,270000.0
10349,729818,Luca Valls,1998-09-25,Midfield,Left,182,,
10350,341396,Theo Valls,1995-12-18,Midfield,Left,179,,2700000.0
10351,345041,Vlatko Stojanovski,1997-04-23,Attack,Right,186,,450000.0
10352,60607,Pierrick Valdivia,1988-04-18,Midfield,Left,186,,1580000.0
10353,739076,Ababacar Lo,2000-01-02,Defender,,183,,135000.0
10354,484987,Theo Barbet,2001-03-06,Defender,Left,184,,360000.0
10355,82324,Stoppila Sunzu,1989-06-22,Defender,Right,192,,1800000.0
10356,413038,Amine Karraoui,1999-06-09,Attack,Right,177,,
10357,170911,Donovan Leon,1992-11-03,Goalkeeper,Right,187,,720000.0
10358,432772,Samuel Grandsir,1996-08-14,Attack,Right,170,,4500000.0
10359,198473,Kevin Mayi,1993-01-14,Attack,Right,182,,900000.0
10360,103060,Gaetan Belaud,1986-09-16,Defender,Right,177,,810000.0
10361,18955,Renaud Cohade,1984-09-29,Midfield,Right,181,,3600000.0
10362,138171,Mathias Autret,1991-03-01,Midfield,Right,175,,2250000.0
10363,379870,David Kiki,1993-11-25,Defender,Left,180,,720000.0
10364,176072,Kahraba,1994-04-13,Attack,Right,182,,2069999.0
10365,544794,Jose Varela,1997-09-15,Midfield,Right,168,,90000.0
10366,238635,Julien Fabri,1994-02-05,Goalkeeper,Right,184,,540000.0
10367,106825,Enzo Zidane,1995-03-24,Midfield,Both,185,,2250000.0
10368,60525,Yoann Court,1990-01-14,Midfield,Left,172,,1800000.0
10369,486767,Helder Balde,1998-08-03,Defender,Right,196,,90000.0
10370,415271,Abdoulaye Diallo,1996-01-15,Attack,Right,184,,270000.0
10371,258021,Pedro Delgado,1997-04-07,Midfield,Left,188,,675000.0
10372,523529,Bruno Morais,1998-04-08,Defender,Right,186,,270000.0
10373,614157,Kelvin Boateng,2000-03-24,Attack,Right,184,,360000.0
10374,362790,Luiz Fernando,1995-04-08,Midfield,Right,178,,270000.0
10375,265136,Oumar Diakhite,1993-12-09,Defender,Right,190,,630000.0
10376,236966,Adam Dzwigala,1995-09-25,Defender,Right,185,,450000.0
10377,290366,Estrela,1995-09-22,Midfield,Right,173,,360000.0
10378,192897,Adi Mehremic,1992-04-26,Defender,Left,189,,450000.0
10379,371345,Dimitar Sheytanov,1999-03-15,Goalkeeper,Right,189,,135000.0
10380,694528,Bruno Jesus,1997-04-22,Defender,Right,191,,90000.0
10381,292203,Jailson,1991-02-21,Defender,Right,170,,1080000.0
10382,156722,Marko Petkovic,1992-09-03,Defender,Right,186,,1350000.0
10383,170976,Marvin Gakpa,1993-11-01,Midfield,Right,182,,900000.0
10384,453096,Claudio Tavares,1997-03-23,Defender,Right,179,,23000.0
10385,189600,Bruninho,1993-12-16,Defender,Left,174,,203000.0
10386,359537,Ricardo Rodrigues,1995-06-28,Attack,Right,174,,180000.0
10387,591726,Pedro Soares,1999-03-30,Attack,Right,184,,135000.0
10388,259988,Andrej Simunec,1995-03-02,Defender,Right,193,,180000.0
10389,408963,Zidane Banjaqui,1998-12-15,Midfield,Both,175,,360000.0
10390,544792,Miguel Tavares,1998-08-29,Attack,Right,179,,360000.0
10391,537386,Bruno Xavier,1996-11-27,Midfield,Left,178,,90000.0
10392,251447,Eric Veiga,1997-02-18,Defender,Left,183,,113000.0
10393,95261,Fabio,1990-05-11,Goalkeeper,Right,196,,450000.0
10394,284870,Peutm,1993-04-24,Attack,Both,178,,225000.0
10395,345861,Erik,1995-02-02,Midfield,Right,171,,405000.0
10396,597512,Nuno Macedo,1999-05-29,Goalkeeper,Right,184,,90000.0
10397,455327,Mohamed Toure,1997-03-30,Attack,Both,179,,45000.0
10398,195308,Luis Machado,1992-11-04,Attack,Right,171,,630000.0
10399,405833,Bruno Silva,1992-09-14,Midfield,Left,170,,270000.0
10400,143182,David Texeira,1991-02-27,Attack,Right,182,,2700000.0
10401,45717,Nene,1983-07-28,Attack,Right,183,,5400000.0
10402,80151,William Soares,1988-12-30,Midfield,Right,185,,540000.0
10403,214701,Bruno,1994-03-16,Goalkeeper,Right,197,,113000.0
10404,124286,Hugo Vieira,1988-07-25,Attack,Right,178,,2700000.0
10405,84711,Joao Aurelio,1988-08-17,Defender,Right,182,,2340000.0
10406,547187,Leo Cordeiro,1995-09-27,Midfield,Right,174,,180000.0
10407,345562,Zakaria Naidji,1995-01-19,Attack,Right,178,,900000.0
10408,349737,Arthur Henrique,1994-05-17,Defender,Left,176,,540000.0
10409,174692,Romario Balde,1996-12-25,Attack,Right,177,,720000.0
10410,349571,Wellington Luis,1995-01-04,Goalkeeper,Right,0,,90000.0
10411,717421,Valentin Rabouille,2000-04-15,Goalkeeper,Left,190,,
10412,291981,Djavan,1987-12-31,Defender,Left,184,,1800000.0
10413,598545,Breno,2000-01-01,Defender,Left,179,,90000.0
10414,251880,Antonio Montoro,1997-05-10,Defender,Right,182,,270000.0
10415,251888,Mario Rodriguez,1997-03-03,Attack,,180,,225000.0
10416,332220,Iago Santos,1992-05-22,Defender,Right,188,,810000.0
10417,66587,Pato Rodriguez,1990-05-04,Midfield,Right,172,,2160000.0
10418,445631,Joan Monterde,1997-12-18,Attack,Right,168,,225000.0
10419,242301,Miquel Parera,1996-05-18,Goalkeeper,Right,182,,270000.0
10420,487428,Nikola Tavares,1999-01-17,Defender,Right,188,,
10421,321629,El Hacen,1997-12-31,Midfield,Right,181,,180000.0
10422,398738,Miguel Mari,1997-06-30,Midfield,Right,185,,225000.0
10423,19059,Heurelho Gomes,1981-02-15,Goalkeeper,Right,191,,9000000.0
10424,85500,Juan Villar,1988-05-19,Attack,Right,182,,900000.0
10425,308801,Adalberto Penaranda,1997-05-31,Attack,Right,186,720000.0,3600000.0
10426,504542,Henry Wise,2000-01-01,Midfield,,174,,
